series,episode,baker,result,signature_bake,technical,show_stopper,baker_name,baker_age,baker_occupation,hometown
3,4,John,IN,'Torte Noir' Black Forest Torte with Boozy Cream,6,Elderflower and Bramble Berry Pavlova,John Whaite,22,Law student,Wigan
3,4,Manisha,IN,"Almond, Chocolate and Cherry Torte",9,Tiramisu Layered Meringue Dessert,Manisha Parmar,27,Nursery nurse,Leicester
3,4,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,4,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,4,Ryan,IN,Green Tea Opera Torte,7,"Strawberry, Rose and Pistachio Meringue",Ryan Chong,38,Photographer,Bristol
3,4,Sarah-Jane,IN,Chocolate and Almond Truffle Torte,4,Hazelnut Tiramisu Layered Meringue,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Stuart,OUT,Black Forest Torte,8,Choca Blocka Mocha Meringue,Stuart Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,4,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,5,Brendan,IN,Salmon Coulibiac in a Scandinavian Pastry,3,All American Chiffon Pie,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,5,Cathryn,IN,Full English Wellington,1,Chocolate and Peanut Butter Pumpkin Pie,Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,5,Danny,IN,"Chickpea, Spinach & Mushroom Wellington",7,Trick or Treat Pumpkin Pie,Danny Bryden,45,Intensive care consultant,Sheffield
3,5,James,IN,Four Pig Wellington,6,Sweet Potato Pie,James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,5,John,IN,Venison and Haggis Wellington,2,Star-Spangled Pecan Pie,John Whaite,22,Law student,Wigan
3,5,Manisha,OUT,Lamb Wellington with Rosemary and Mint,5,Banana Scotch Pie,Manisha Parmar,27,Nursery nurse,Leicester
3,5,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,5,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,5,Ryan,STAR BAKER,Curry Spiced Seabass Wellington,8,Key Lime Pie,Ryan Chong,38,Photographer,Bristol
3,5,Sarah-Jane,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,4,Chocolate and Banana Cream Pie,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,5,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,5,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,6,Brendan,STAR BAKER,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,"Spinach, Cheese and Walnut Strudel",Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,6,Cathryn,IN,"Chocolate Walnut Whip Puddings
Elderflower Sponges",3,Roasted Vegetable Couscous and Sheep Cheese Strudel,Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,6,Danny,IN,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,2,"Leek, Potato, Pistachio and Gruyère Strudel",Danny Bryden,45,Intensive care consultant,Sheffield
3,6,James,IN,Banana and Clove PuddingsClootie Dumplings,7,"Strawberry, Rhubarb and Ginger Strudel",James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,6,John,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,5,Did not complete due to injury,John Whaite,22,Law student,Wigan
3,6,Manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,6,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,6,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,6,Ryan,IN,Chocolate FondantsSticky Ginger and Date Puddings,6,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Ryan Chong,38,Photographer,Bristol
3,6,Sarah-Jane,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,4,Sweet Strudel with Sour Cherries,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,6,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,7,Brendan,IN,Chelsea Bunskis,4,Black Forest Christmas Stollen,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,7,Cathryn,IN,Lady Arundel's Manchet Buns,5,Bonfire Night Tear 'n' Share Brioche,Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,7,Danny,STAR BAKER,Bakewell Chelsea Buns,2,European Christmas Wreath,Danny Bryden,45,Intensive care consultant,Sheffield
3,7,James,IN,Easter Chelsea Buns,1,Whisky Kugelhopf-Brioche Baba,James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,7,John,IN,Cherry and Almond Saffron Buns,3,Marzipan Stollen,John Whaite,22,Law student,Wigan
3,7,Manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,7,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,7,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,7,Ryan,OUT,Lardy Cakes,6,Char Siu Bao,Ryan Chong,38,Photographer,Bristol
3,7,Sarah-Jane,OUT,"Orange, Nutmeg and Saffron Buns",7,Sour Cherry and Dark Chocolate Christmas Plait,Sarah-Jane Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,7,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Brendan,IN,Multi-Seed Savoury Crackers,2,Fantasy Gingerbread Bird House,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,8,Cathryn,OUT,Cheese and Pickle Crackers,5,Gingerbread Buckingham Palace,Cathryn Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,8,Danny,IN,Spiced Almond Drinks Crackers,4,Gingerbread Big Ben,Danny Bryden,45,Intensive care consultant,Sheffield
3,8,James,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",1,Gingerbread Barn,James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,8,John,IN,Asian Spice Crackers,3,Gingerbread Roman Coliseum,John Whaite,22,Law student,Wigan
3,8,Manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Sarah-Jane,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,8,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Brendan,IN,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,3,Gateau St. Honoré,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,9,Cathryn,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Danny,OUT,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,4,Rosewater and Lychee St. Honoré,Danny Bryden,45,Intensive care consultant,Sheffield
3,9,James,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,"Coffee, Caramel and Hazelnut Paris-Brest",James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,9,John,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,2,Gateau St. Honoré a la Passion,John Whaite,22,Law student,Wigan
3,9,Manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Sarah-Jane,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,9,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Brendan,Runner-up,Potato and Pepper Pithivier,2,Family Reunion Chiffon Cake,Brendan Lynch,63,Recruitment consultant,Sutton Coldfield
3,10,Cathryn,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Danny,NA,NA,NA,NA,NA,NA,NA,NA
3,10,James,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,1,United Chiffon Cakes,James Morton,21,Medical student,"Hillswick, Shetland Islands"
3,10,John,WINNER,Italian Sausage and Roasted Vegetable Pithivier,2,Heaven and Hell Chiffon Cake,John Whaite,22,Law student,Wigan
3,10,Manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Peter,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Sarah-Jane,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,10,Victoria,NA,NA,NA,NA,NA,NA,NA,NA
4,1,Ali,IN,Rose and Pistachio Cake,11,"Chocolate, Raspberry and Passion Fruit Engagement Cake",Ali Imdad,25,Charity worker,"Saltley, Birmingham"
4,1,Beca,IN,Grapefruit Sandwich Cake,8,Chocolate Cherry Indulgence,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,1,Christine,IN,"Strawberry, Vanilla and Rosewater Summer Basket",3,Chocolate and Orange 'Fripperous' Hat Cake,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,1,Deborah,IN,Pineapple Cake,9,'Coffee Time',Deborah Manger,51,Dentist,Peterborough
4,1,Frances,IN,Giant Jam Sandwich,7,Secret Squirrel Cake,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,1,Glenn,IN,Strawberries and Cream Cake,4,Almond and Espresso Chocolate Cake,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,1,Howard,IN,Passion Fruit and Coconut Cake,6,Black Forest Revisited,Howard Middleton,51,Council Worker,Sheffield
4,1,Kimberley,IN,Blood Orange Cake,10,"Chocolate, Raspberry & Basil Layer Cake",Kimberley Wilson,30,Psychologist,London
4,1,Lucy,IN,Timperley Early Cake,2,Thyme 'Wildwood' Cake,Lucy Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,1,Mark,IN,Lemon and Poppy Seed Cake,5,Chocolate Monster,Mark Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,1,Robert,STAR BAKER,Pecan and Apple Cake,1,Raspberry Chocolate Cake,Robert Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,1,Ruby,IN,Rhubarb and Custard Sandwich Cake,12,Chocolate and Ginger Night Sky Cake,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,1,Toby,OUT,Spiced and Iced Carrot Cake,13,Two Tiered Chocolate Cake,Toby Waterworth,30,Web Programmer,"Reading, Berkshire"
4,2,Ali,IN,Italian Grissini,9,Sweet and Savoury Yin Yang Bread,Ali Imdad,25,Charity worker,"Saltley, Birmingham"
4,2,Beca,IN,Fennel and Chilli Breadsticks,11,Five Strand Christmas Wreath,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,2,Christine,IN,Mediterranean Breadsticks with Oregano,4,Double Plaited Loaf,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,2,Deborah,IN,Fennel & Chilli Breadsticks,8,Walnut Fleur Loaf,Deborah Manger,51,Dentist,Peterborough
4,2,Frances,IN,Giant Matchsticks,2,Sailor's Knot,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,2,Glenn,IN,Rosemary and Parmesan Grissini,7,Harvest Crown,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,2,Howard,IN,Moroccan Breadsticks,10,Picasso Sun Bread,Howard Middleton,51,Council Worker,Sheffield
4,2,Kimberley,IN,Nigella Seed and Parmesan Breadsticks,1,Peace Bread,Kimberley Wilson,30,Psychologist,London
4,2,Lucy,OUT,Grissini with Salt,12,Roast Tomato Bread,Lucy Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,2,Mark,IN,Rosemary & Raisin Breadsticks,6,Sage & Garlic Plait,Mark Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,2,Robert,IN,Twisty Rye Bread Sticks,5,Tribute Loaf,Robert Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Ruby,STAR BAKER,Mexican Breadsticks,3,White Chocolate and Orange Peacock Bread,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,2,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,3,Ali,IN,"Coconut, Raspberry and Lemon Meringue Trifle",5,Vanilla Latte Mini CakesLime & Mint Shortbread Pops,Ali Imdad,25,Charity worker,"Saltley, Birmingham"
4,3,Beca,IN,Orange and Ginger Trifle,10,Limoncello and Blueberry BurstsMillionaire Shortbread,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,3,Christine,STAR BAKER,Caribbean Pina Colada Trifle,4,Ninety-NinersSachertorte Parcels,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,3,Deborah,OUT,Tropical Trifle*,9,Canelé Cherry and Chocolate CakesRose Cookies,Deborah Manger,51,Dentist,Peterborough
4,3,Frances,IN,Apple and Blackberry Crumble Trifle,8,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,3,Glenn,IN,Raspberry and Almond Trifle,1,Billionaire BouchéesOrange Financiers,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,3,Howard,IN,Caramel and Apple Trifle*,7,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,Howard Middleton,51,Council Worker,Sheffield
4,3,Kimberley,IN,"Peach, Almond and Ginger Trifle",6,Chocolate Pistachio FinanciersLemon Bergamot Biscuits,Kimberley Wilson,30,Psychologist,London
4,3,Lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,3,Mark,OUT,"Ginger, Mango and Passion Fruit Trifle",11,Rose and Pistachio MacaroonsChocolate and Raspberry Bites,Mark Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,3,Robert,IN,Rhubarb and Orange Trifle,2,Almond FriandsTurǫn Macaroons,Robert Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,3,Ruby,IN,Desert Island Trifle,3,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,3,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,4,Ali,OUT,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,8,"Orange, Cardamom and Date M'Hanncha",Ali Imdad,25,Charity worker,"Saltley, Birmingham"
4,4,Beca,IN,Mamgu's Cherry-Apple Tart,2,Moroccan Vegetable Filo Feast,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,4,Christine,IN,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,Roasted Vegetable Filo Pie with Feta Cheese,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,4,Deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,4,Frances,IN,Peach Pie In the Sky,1,Cherry Tree Baklava Filo Pie,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,4,Glenn,IN,Apple & Maple Syrup Pie,9,Spanakopita (Walnut and Feta Cheese),Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,4,Howard,IN,Apple Pie with Sage Pastry,5,Fresh Fig and Feta Filo Flan,Howard Middleton,51,Council Worker,Sheffield
4,4,Kimberley,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,4,"Chicken, Bacon and Butternut Squash Pie",Kimberley Wilson,30,Psychologist,London
4,4,Lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,4,Mark,NA,NA,NA,NA,NA,NA,NA,NA
4,4,Robert,IN,Apple and Pear Pie with Thyme,3,Spanakopita with St George's Mushrooms,Robert Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,4,Ruby,IN,Apple and Marzipan Pie,6,"Rose, Almond and Raspberry Filo Pie",Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,4,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Ali,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Beca,IN,"Chocolate, Cherry and Hazelnut Brownies",5,Tiered Macaron and Sugar Dough Biscuit Centrepiece,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,5,Christine,STAR BAKER,Mixed Berry and Almond Crumble Traybake,1,Shortbread Bavarian Clock Tower,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,5,Deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Frances,IN,Millionaire Banoffee Bonus,3,Biscuit Buttons and Beads,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,5,Glenn,IN,Apricot and Pistachio Tiffin,2,Shortbread and Macaron Helter-Skelter,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,5,Howard,IN,Breakfast Traybake,8,Japanese Pagoda Tea Tower,Howard Middleton,51,Council Worker,Sheffield
4,5,Kimberley,IN,Cherry and Almond Bakewell Florentine Slice,7,Black and White Viennese Biscuit Stack,Kimberley Wilson,30,Psychologist,London
4,5,Lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Mark,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Robert,OUT,Blueberry & Orange Traybake,4,Dalek,Robert Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,5,Ruby,IN,Blackberry and Lemon Bakewell Slice,6,'Dropped Ice-Cream' Biscuit Centrepiece,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,5,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Ali,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Beca,IN,Bara Brith,6,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,6,Christine,IN,Oxford Nutty Fruit Loaf,4,Schnecken BunsVanilla Custard Skolebrød,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,6,Deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Frances,IN,Chai Tea Loaf,2,Hot Cross BriochesRhubarb and Custard Kolaches,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,6,Glenn,IN,Devonshire Panettone,5,Almond and Apricot BriochesSticky Caramel Kanelbullen,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,6,Howard,OUT,Date & Hemp Yorkshire Loaf,7,Peachy BunsGerman Baumschnecken,Howard Middleton,51,Council Worker,Sheffield
4,6,Kimberley,IN,Chai Spiced Ginger and Date Tea Loaf,3,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,Kimberley Wilson,30,Psychologist,London
4,6,Lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Mark,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Robert,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Ruby,STAR BAKER,Citrus Tea Loaf,1,Twisted Swedish KanelbullarSaffron St. Lucia Buns,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,6,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Ali,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Beca,IN,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,1,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,7,Christine,IN,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,6,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,7,Deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Frances,STAR BAKER,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,5,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,7,Glenn,OUT,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,3,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,Glenn Cosby,37,English Teacher,"Teignmouth, Devon"
4,7,Howard,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Kimberley,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,4,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",Kimberley Wilson,30,Psychologist,London
4,7,Lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Mark,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Robert,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Ruby,IN,Plum Jam Roly-Polywith Ginger Ice cream,2,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,Ruby Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,7,Toby,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Ali,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Beca,IN,"Potato, Spelt and Rosemary Focaccia",4,Spiced Butternut Squash and Pecan 'Cheese' Cake,Beca Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,8,Christine,OUT,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,Christine Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,8,Deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Frances,IN,'Chelsea Flour Show' Bun Bouquet,3,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",Frances Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,8,Glenn,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Howard,NA,NA,NA,NA,NA,NA,NA,NA
